symptoms,body_part,clinic_department,description,medicine_name
发热|咳痰|呼吸异常|消瘦,胸部,呼吸内科,"    肺泡蛋白质沉积症（简称PAP）,又称Rosen-Castle-man-Liebow综合征。以肺泡和细支气管腔内充满PAS染色阳性，来自肺的富磷脂蛋白质物质为其特征,好发于青中年，男性发病约3倍于女性。","肺泡蛋白质沉积症(PAP,Rosen-Castle-man-Liebow综合征)"
咳嗽|咳痰|咯血|啰音|胸痛,胸部,"内科,呼吸内科","    哮喘性肺嗜酸粒细胞浸润症又称哮喘性嗜酸粒细胞增多症（asthmatic pulmonary eosinophilia),也称支气管中央型肉芽肿病（Bronchocentric granulomatosis），或称支气管肺曲菌病（broinchopulmonaryaspergillosis）。以反复哮喘发作为其主要特征,大多数病人有个人或家族过敏史，多在40～60岁发病，女性多见","哮喘性肺嗜酸粒细胞浸润症(哮喘性嗜酸粒细胞增多症,支气管中央型肉芽肿病,支气管肺曲菌病)"
溃疡,颈部,呼吸内科,"    疱疹性咽峡炎这是一种急性传染性,发热性疾病，是由许多A组柯萨奇病毒，偶尔也有其他肠道病毒所引起,其特点为疱疹性溃疡性粘膜损害。该病有流行趋势，常见于婴幼儿",疱疹性咽峡炎
发热|咳嗽|咳痰|咯血|胸痛,胸部,呼吸内科,"    肺曲菌病（pulmonary aspergillosis）致病菌主要为烟曲菌,少数为黄曲菌、土曲菌、黑曲菌,棒状曲菌、构巢曲菌及花斑曲菌等。我国从1949年到1988年底陆续报告的呼吸道曲菌感染约300多例,然而1972年以前的总数仅47例。肺部曲菌病绝大多数为继发感染，原发者极为罕见,临床上一般将本病分为曲菌球、变态反应性支气管肺曲菌病（ABPA）和侵入性肺曲菌病（IPA）等三种类型。",肺曲菌病
发热|咳嗽|咳痰|啰音|胸痛,全身,"内科,呼吸内科","    金黄色葡萄球菌肺炎简称金葡肺炎,占成人肺炎的2～3%，幼儿、老年体弱及手术后者发病率较高,一般病死率为30%～40%。造成死亡的部分原因是大多数病人伴有严重的合并症。然而有些成年人本来很健康,但在流感后得了这种肺炎。病情发展快。最后导致死亡,抗生素疗效慢。恢复期长。临床上分为原发性与继发性两类","金黄色葡萄球菌肺炎(肺感染,金葡肺炎,金葡肺)"
咳嗽|咳痰|呼吸异常|胸痛,胸部,呼吸内科,"    间质性肺疾病(ILD)是以弥漫性肺实质,肺泡炎症和间质纤维化为病理基本病变，以活动性呼吸困难、X线胸片弥漫性浸润阴影,限制性通气障碍、弥散(DLCO)功能降低和低氧血症为临床表现的不同种类疾病群构成的临床-病理实体的总称。呼吸性细支气管相关的间质性肺疾病为发生于近期或以往吸烟者的一种不同的临床综合征","呼吸性细支气管相关的间质性肺疾病(肺间质性疾病,肺间质病,间质性肺疾病)"
咳嗽|咳痰|啰音|胸痛|紫绀,胸部,"内科,呼吸内科","    支气管哮喘(bronchial asthma,哮喘)是由多种细胞特别是肥大细胞、嗜酸性粒细胞和T淋巴细胞参与的慢性气道炎症，在易感者中此种炎症可引起反复发作的喘息,气促、胸闷和(或)咳嗽等症状，多在夜间和(或)凌晨发生,气道对多种刺激因子反应性增高。但症状可自行或经治疗缓解。近十余年来,美国、英国、澳大利亚,新西兰等国家哮喘患病率和死亡率有上升趋势，全世界约有一亿哮喘患者，已成为严重威胁公众健康的一种主要慢性疾病,我国哮喘的患病率约为1%，儿童可达3%，据测算全国约有1千万以上哮喘患者",哮喘(支气管哮喘)
咳嗽|咳痰|胸痛,胸部,呼吸内科,"    肺通气不足,膈肌活动差,咳嗽反射受损或受抑制，支气管痉挛和脱水，均可引起支气管分泌物滞留,导致肺段不张，进而发生肺部感染。胸部或腹部手术后此类感染发生率较高,吸入麻醉和脊髓麻醉后的肺炎发生率相等，局部麻醉或静脉麻醉手术后的感染仅占10%。胸部手术后发生脓胸的常见病原体为金黄色葡萄球菌,40%左右的创伤后肺炎为肋骨骨折或胸部创伤的并发症。颅骨骨折或其他头部损伤，其他骨折,烧伤，或重大挫伤的肺炎发病率相等。",手术后和创伤后肺炎(创伤后肺炎)
发热|咳嗽|啰音,胸部,呼吸内科,"    肺念珠菌病（pulmonary candidiasis）病原主要为白色念珠菌,其次为热带念珠菌、高里氏念珠菌和星状念珠菌。",肺念珠菌病(肺念珠菌肺炎)
发热|咳嗽|咳痰|咯血|胸痛,胸部,呼吸内科,"    急性肺脓肿的感染细菌,为一般上呼吸道、口腔的常存菌。常为混合感染,包括需氧和厌氧的革兰氏阳性与阴性球菌与杆菌。其中最常见的病原菌为葡萄球菌、链球菌,肺炎球菌、梭形菌和螺旋体等。厌氧菌对肺部化脓性感染的重要性,由于培养技术的改进，近年来才被重视。较重要的厌氧菌有胨链球菌,胨球菌、核粒梭形杆菌、类杆菌属,瓦容球菌、螺旋体等。除上述厌氧菌外,还有需氧或兼性厌氧菌存在。近年国外报道嗜肺军团杆菌所致肺炎，约有25%形成脓肿",急性肺脓肿
咳嗽|咳痰|呼吸异常|消瘦|啰音|胸痛|发热,胸部,呼吸内科,"    为一种病因不明的特殊临床病理综合征,可发展为灶性机化性肺炎,纤维化肉芽肿组织阻塞细支气管和肺泡管.","特发性阻塞性细支气管炎伴机化性肺炎(特发性boop,隐源性机化性肺炎)"
咳嗽|呼吸异常|胸痛|呼吸性碱中毒,胸部,呼吸内科,"    大楼病综合征有多种表现,均因接触各种有害物质所致.好发于办公室内工作的人群,或人员密集的大楼内工作的人群.最常发生于新的,密闭的大楼内,这种大楼为了减少散热而不开窗,大楼内安装有加热及降温管道,这些管道由同一处发出.co2 升高,是这些大楼的最常见现象,是大楼病综合征的一个常见原因.患者变得焦虑,过度通气,进而发展成手足抽搐和严重的呼吸困难.其他问题可能由卡车或其他机动车在空气进气口附近空转所致,导致过度接触一氧化碳和柴油蒸气.柴油蒸气中含有一氧化碳,氧化氮,各种醛和其他有害物质.",大楼病综合征(SBS)
心悸|眩晕|咳嗽|咳痰|咯血,胸部,呼吸内科,"    矽肺（silicosis）是尘肺中最为严重的一种类型,由于长期吸入含有游离二氧化硅（SiO2）的粉尘所引起。肺部有广泛的结节性纤维化，严重时影响肺功能,丧失劳动能力。","矽肺(矽肺病,硅肺)"
发热|咳嗽|咳痰|胸痛,胸部,呼吸内科,"    肺炎球菌肺炎是由肺炎球菌或肺炎链球菌所引起,占院外感染肺炎中的半数以上。肺段或肺叶呈急性炎性实变，患者有寒战,高热、胸痛、咳嗽和血痰等症状,近年来由于抗菌药物的广泛应用，临床上症状轻或不典型病较为多见。","肺炎球菌肺炎(肺炎链球菌肺炎,链球菌肺炎,肺炎)"
发热|紫绀|头痛|咳嗽|咳痰|胸痛,胸部,呼吸内科,"    病毒性肺炎是由多种病毒感染引起的支气管肺炎,多发生于冬春季节。临床表现一般较轻。主要症状为干咳,发热、呼吸困难、紫绀和食欲减退,肺部体征较少，血白细胞计数正常或稍增高。胸部X线检查有斑片状炎症阴影,一般病程约1-2周",病毒性肺炎
