symptoms,body_part,clinic_department,description,medicine_name
阴道出血|疲劳|腹痛,生殖部位,"妇产科,产科","    胎位异常是造成难产的常见因素之一,分娩时枕前位（正常胎位）约占90％，而胎位异常约占10％，其中胎头位置异常居多,有因胎头在骨盆腔内旋转受阻的持续性枕横位、持续性枕后位；有因胎头俯屈不良呈不同程度仰伸的面先露、额先露；还有高直位,前不均倾位等，总计约占6％～7％。胎产式异常的臀先露约占3％～4％,肩先露已极少见。此外还有复合先露。在分娩过程中,胎头以枕后位或枕横位衔接，在下降过程中，胎头枕部因强有力宫缩绝大多数能向前转135°或90°,转成枕前位而自然分娩。若胎头枕骨持续不能转向前方，直至分娩后期仍然位于母体骨盆的后方或侧方,致使分娩发生困难者，称为持续性枕后位（persistent occipito posterior position）或持续性枕横位（persistent occipitotransverse position）。",持续性枕后位、枕横位(胎位异常)
高血压|闭经|糖尿|肥胖症|骨质疏松,全身,"内分泌科,产科","    皮质醇增多症又称库欣综合征(Cushing's syndrome)是肾上腺皮质功能亢进症中最常见的一种,这是由于肾上腺皮质分泌过多的皮质醇所致，但常同时分泌其他皮质激素。妊娠合并皮质醇增多症极为少见,大多数患者妊娠终止于流产、早产或死产",妊娠合并皮质醇增多症
低血压|阴道出血|休克,生殖部位,产科,"    正常胎盘附着于子宫体部的后壁,前壁或侧壁。若胎盘附着于子宫下段，甚至胎盘下缘达到或覆盖宫颈内口处,其位置低于胎儿先露部，称为前置胎盘（placenta previa）。前置胎盘是妊娠晚期出血的主要原因之一,是妊娠期的严重并发症，处理不当能危及母儿生命安全。其发生率国内报道为0.24％～1.57％,国外报道为1.0％。前置胎盘患者中85％～90％为经产妇，尤其是多产妇,其发生率可高达5％。",前置胎盘
囊肿|乳汁分泌减少|胸痛|身痛,胸部,"乳腺外科,妇科","    急性乳房炎是乳房的急性化脓性感染,俗称“奶疮”或“乳痈”。几乎所有的病人都是产后哺乳的产妇，尤其以初产妇更为多见,如果乳汁淤积在乳房中流不出去，再加上细菌从乳头的破损处进入乳房，就可能引发炎症","急性化脓性乳腺炎(急性乳房炎,奶疮,乳痈)"
身痛|斑疹|发热,胸部,"乳腺外科,产科","    产褥期乳腺炎常发生于第一次分娩后,根据病变发展过程分以下两种类型：瘀积性乳腺炎和化脓性乳腺炎。","产褥期乳腺炎(瘀积性乳腺炎,化脓性乳腺炎)"
阴道出血|腹痛,,产科,"    早产是指在满28孕周至37孕周之间（196～258天）的分娩,文献报道早产占分娩数的5％～15％。在此期间出生的体重1000～2499g、身体各器官未成熟的新生儿,称为早产儿。早产儿死亡率国内为12.7％～20.8％，国外则胎龄越小,体重越低，死亡率越高。死亡原因主要是围生期窒息,颅内出血、畸形。早产儿即使存活,亦多有神经智力发育缺陷。因此，防止早产是降低围生儿死亡率和提高新生儿素质的主要措施之一",早产
肌性肌无力|呼吸异常|黄疸,头部,"脑外科,消化内科","    胆红素脑病是游离胆红素通过血脑屏障进入中枢神经系统,导致神经细胞中毒变性，出现神经系统异常的临床和亚临床表现，也称之为胆红素中毒性脑病","新生儿胆红素脑病(胆红素中毒性脑病,暂时性亚临床型胆红素神经中毒症)"
紫绀|腹痛|身痛|关节疼痛,生殖部位,"骨科,妇产科","    难产(dystocia)是指由于各种原因而使分娩的开口期(第一阶段)尤其是胎儿排出期(第二阶段)时间明显延长,如不进行人工助产则母体难于或者不能排出胎儿的产科疾病。难产如果处理不当，不仅能引起母畜生殖道疾病,影响以后的繁殖力，而且可能会危及母体及胎儿的生命。",难产(骨产道异常)
阴道出血|疲劳|腹痛,,产科,"    产力包括子宫收缩力,腹壁肌和膈肌收缩力以及肛提肌收缩力，其中以子宫收缩力为主。在分娩过程中,子宫收缩的节律性、对称性及极性不正常或强度、频率有改变,称为子宫收缩力异常。临床上多因产道或胎儿因素异常形成梗阻性难产，使胎儿通过产道阻力增加,导致继发性产力异常。子宫收缩力异常临床上分为子宫收缩乏力和子宫收缩过强两类，每类又发为协调性子宫收缩和不协调性子宫收缩,子宫收缩乏力是指宫缩的极性，对称性和节律性正常，但宫缩弱而无力,持续时间短，间歇时间长或不规则。",子宫收缩乏力
水肿|心悸|呼吸异常|腹痛,,"心血管内科,产科","    羊水量从妊娠早期开始与日俱增,至最后4周开始减少。足月妊娠的羊水量约1000～1500ml，妊娠任何时期,羊水量超过2000ml者，称为羊水过多。羊水增加速度缓慢者,称为慢性羊水过多，短期内羊水急剧增加者，称为急性羊水过多,羊水过多多见于胎儿畸形、双胎、糖尿病,母儿血型不合等患者。羊水过多时羊水的外观，性状与正常并无异常",羊水过多
出汗异常|甲状腺肿|食欲异常|心力衰竭,,"妇产科,内分泌科","    甲状腺功能亢进（甲亢）是一种常见的内分泌疾病,系甲状腺激素分泌过多所致。甲亢妇女常表现为月经紊乱、减少或闭经,生育力低。但在治疗后或未经治疗的甲亢妇女中，怀孕者亦不少,其发生率约为1∶1000～2500次妊娠。妊娠期甲亢大多数是Graves病，这是一种主要由自身免疫和精神刺激引起,特征有弥漫性甲状腺肿和突眼。",妊娠合并甲亢(妊娠合并甲状腺功能亢进)
阴道出血|心悸|腹痛,,产科,"    妊娠晚期羊水量少于300ml者,称为羊水过少（oligohydramnios）。妊娠早、中期的羊水过少,多以流产告终。羊水过少时，羊水呈粘稠,混浊、暗绿色。过去认为羊水过少的发生率约为0.1％,但近年由于B型超声的广泛应用，羊水过少的检出率为0.5％～4％，发生率有所增加,羊水过少严重影响围生儿的预后而受到重视。",羊水过少
疲劳|神经痛|腹痛|身痛,,产科,"    产力包括子宫收缩力,腹壁肌和膈肌收缩力以及肛提肌收缩力，其中以子宫收缩力为主。在分娩过程中,子宫收缩的节律性、对称性及极性不正常或强度、频率有改变,称为子宫收缩力异常。临床上多因产道或胎儿因素异常形成梗阻性难产，使胎儿通过产道阻力增加,导致继发性产力异常。子宫收缩力异常临床上分为子宫收缩乏力和子宫收缩过强两类，每类又发为协调性子宫收缩和不协调性子宫收缩,子宫收缩过强指子宫收缩的节律、对称性及极性均正常，仅子宫收缩力过强",子宫收缩过强
