symptoms,body_part,clinic_department,description,medicine_name
发热|疱疹|脓疱|溃疡|消瘦,全身,风湿科,"    红斑狼疮为自身免疫性疾病之一,属结缔组织病范围，红斑狼疮分为盘状红斑狼疮(DLE)，系统性红斑狼疮(SLE),亚急性皮肤型红斑狼疮、深部红斑狼疮等类型。红斑狼疮的发病缓慢,隐袭发生，临床表现多样、变化多端",红斑狼疮
其他症状|口腔痛|咽炎、舌炎、龈炎|溃疡|瘙痒|疲劳|黏膜损害|消瘦,全身,风湿科,"    混合结缔组织病(mixedconnectivetissuedisease,MCTD)是一种同时或不同时具有红斑狼疮、皮肌炎或多发性肌炎、硬皮病类风湿性关节炎等混合表现,而不能确定其为哪一种病。血中有高效价的斑点型荧光抗核抗体和抗核糖核蛋白(n-RNP)抗体的结缔组织病，肾脏累及少,对皮质类固醇效果好，预后亦佳。本病由Sharp等于1972年首先报导,关于MCTD是否系一独立疾病尚存在不同见解。有人认为系SLE的一种亚型，或提出是 PSS的一种亚型,但亦有较多病例，经多年观察，症状不变,认作为一独立疾病。",混合结缔组织病
发热|身痛|关节疼痛,全身,风湿科,"    碱性磷酸钙结晶沉积病是碱性磷酸钙结晶沉积在关节旁组织,形成典型的临床和X线特征。最常见的X线特点是肩关节的钙化沉积，但其他部位也可发现类似的变化,虽然医学家们早已认识到钙化物质沉积在关节旁组织，尤其沉积于肌腱，可造成反复发作的炎症,但对此类疾病的命名不一，曾称之为肌腱旁钙化症、羟基磷灰石(hydroxyapatite)性风湿病,钙化性关节旁炎症或钙化性肌腱炎。最常见的钙化物质沉积部位为肩部，尤其是肩胛棘上韧带处,所以常称之为钙化性肌腱炎，但是钙化物也可沉积在其他许多部位。",碱性磷酸钙结晶沉积病
溃疡|腹泻|身痛|关节疼痛,全身,风湿科,"    肥大细胞增多症是一种病因不明的状态,其特征为机体各器官和组织内有大量肥大细胞聚集。组织肥大细胞通过自身的颗粒释放的强有力的既成介质(如组胺)以及由膜脂新合成的介质(如白三烯)，参与宿主的防御,正常的组织肥大细胞也能通过结合在特异性表面受体上的IgE抗体而介导通常变态反应的症状。",肥大细胞增多症
身痛|关节疼痛|腰背痛|颈肩痛,全身,风湿科,"    风湿性多肌痛(PMR)是一组临床综合征,主要症状为四肢近端及躯干部位的肌肉疼痛和晨僵，以肩胛和骨盆部位最为突出。通常伴有全身症状,风湿性多肌痛与巨细胞动脉炎关系密切，常可以伴发于巨细胞动脉炎。但它们属于两种不同的疾病,巨细胞动脉炎的病理特点为血管炎而风湿性多肌痛的病理特点为近端滑膜炎。风湿性多肌痛患者的发病年龄多在50岁以上，女性多于男性,对糖皮质激素有良好的反应，但易复发。",风湿性多肌痛
消瘦,全身,风湿科,"先天性胸腺发育不全又称DiGeorge综合征或第3,4对咽囊综合征。是因胚胎早期第1至第6对咽囊发育异常引起的先天性免疫缺陷。在胚胎第6～10周,胸腺、甲状旁腺和部分颜面、主动脉弓及心脏结核由第1至第6对咽囊的细胞成分发育形成,至妊娠第12周，胸腺移行至胸部，此前如这些胚胎组织发育异常便引起本征,此病均为散发，故推测不是遗传缺陷所致，可能是胚胎环境异常造成,如母亲酗酒可能就是致病因素之一。病理检查可见胸腺和甲状腺缺如或发育不全。患者无性别差异","先天性胸腺发育不全(DiGeorge综合征,第3、4对咽囊综合征,Nezelof综合征)"
溃疡|共济失调|消瘦|肝肿大|脾肿大|视力障碍|发热|吞咽困难|鼻出血,全身,风湿科,"    干燥综合征(SS)是一种全身外分泌腺(特别是泪腺和唾液腺)的慢性炎症性的自身免疫病,表现为眼和口的干燥;但腺体外的系统如呼吸道、消化道、泌尿道,神经、肌肉、关节等均可受损,分为原发性和继发性两种，前者指有干燥性角结膜炎和口腔干燥而不伴有其他结综组织病;而后者则指伴发其他结缔组织病。",干燥综合征
心脏杂音|心音异常|心悸|心力衰竭|休克|紫绀,胸部,风湿科,"    亚急性感染性心内膜炎常发生于风湿性心脏瓣膜病,室间隔缺损，动脉导管未闭等心脏病的基础上，原无心脏病者也可发生,病原体主要为细菌，其次为真菌、立克次体,衣原体及病毒。主要表现为低中度发热、进行性贫血,乏力、盗汗、肝脾肿大,杵状指(趾)，可出现血管栓塞现象，青壮年患者较多,草绿色链球菌是该病的最主要致病菌，但近年来已明显减少，各种葡萄球菌,溶血性链球菌、肠球菌及革蓝氏阴性菌已成为主要致病菌。",亚急性感染性心内膜炎(心内膜炎)
发热|食欲异常|黄疸|身痛|其他症状,全身,风湿科,"    本病又称特发性小叶性脂膜炎,Weber-Christian综合征或回归性发热性非化脓性脂膜炎。于1882年由Pfeifer首次报道，继而由 Weber描述了本病具复发性和非化脓性的特征,1928年Christia又强调了它的发热性。但至今已报道了不少并无发热的病例。","结节性脂膜炎(特发性小叶性脂膜炎,Weber-Christian综合征,回归性发热性非化脓性脂膜炎)"
蛋白尿|结节|肝肿大,全身,风湿科,"    淀粉样变病是一组疾病,此组疾病的共同特点是有一种均一的微纤维状物质沉积于组织器官中，造成器官结构和功能的异常，引起响应的临床症状和体征,本病常累及的器官有肾脏、心脏、舌,肝脾、胃肠道及皮肤等。",淀粉样变病
肌肉萎缩|肌性肌无力|身痛,全身,风湿科,"    系一种以肌无力,肌痛为主要表现的自身免疫性疾病。主要累及肢带肌、颈项肌,咽喉部肌群，如同时累及皮肤，称皮肌炎",多发性肌炎(皮肌炎)
消瘦,全身,风湿科,"迟发性低丙球血症疾病是包括一组丙种球蛋白失衡的病症,其特点是患者血中某些Ig含量极低或缺乏，而另一种Ig可能增高;或Ig含量正常而功能不正常等多种病症。患者的Ig缺陷内容亦可随时间的推移而改变,其共同免疫缺陷是B细胞不能合成某些Ig，或只能合成功能不正常的Ig。患者外周血中B细胞数量减少或正常,但B细胞的成熟、分化有内脏在缺陷或T细胞免疫调节失常。",迟发性低丙球血症
口腔痛|腹泻|便血|腹痛,全身,"内科,风湿科","    白塞综合征（Behcet Syndrome）为血管炎性疾病,本综合征最初的描述主要是指复发性口腔溃疡，阴部溃疡和眼色素膜炎的三联征。以后认识到系一全身性疾病,可累及多系统多器官。典型或者符合诊断标准者可称为白塞病。但很多患者多不典型或尚不符合诊断标准,尤其是有些疾病如溃疡性结疡炎、肉芽肿性肠炎、节段性回肠炎等,也可引起类似的三联征表现，故统称为白塞综合征为好。本病由土耳其皮肤科医师Behcet首次报告,以后世界各地均有发现。本病在日本、朝鲜,中国、中近东（土耳其、伊朗）以及东地中海地区发病率远较西方欧美国家为高,因有此地区分布，故有的学者称本综合征为“丝绸之路病”。",白塞综合征
发热|关节疼痛,背部,风湿科,"　　肩关节结核在上肢三大关节中发病率最低,共21例占同期收治病人的0.51％。大多数在青壮年，病人多同时患有活动性肺结核",肩关节结核
视力障碍|发热|耳鸣|眩晕|无脉症|食欲异常|消瘦|身痛|关节疼痛,全身,风湿科,"    多发性大动脉炎又称原发性大动脉炎综合征,主动脉弓综合征、无脉症。多见于青年女性,本病的病因尚不明确，目前多数认为本病可能是与链球菌、结核菌,病毒等感染有关的自身免疫性疾病。多发性大动脉炎为主动脉及其分支的慢性、进行性,且常为闭塞性的炎症，临床上根据受累动脉的不同而分为不同的临床类型，其中以头和臂部动脉受累引起的上肢无脉症为最多,其次是降主动脉、腹主动脉受累的下肢无脉症和肾动脉受累引起的肾动脉狭窄性高血压，也可见肺动脉和冠状动脉受累而出现肺动脉高压和心绞痛甚至急性心肌梗塞,本病的病因尚不明确，近年来认为这是一种与免疫复合物沉着有关的自体免疫性疾病，且多数可能与某些感染有关联,目前多数认为本病可能是与链球菌、结核菌、病毒等感染有关的自身免疫性疾病,有的患者曾检出抗主动脉抗体，但其病因作用不肯定。在亚洲和非洲发病率较高,多见于年青女性，发病年龄5-45岁，男女之比约1:8","多发性大动脉炎(原发性大动脉炎综合征,主动脉弓综合征,无脉症)"
发热|血尿|蛋白尿|肾病综合征|心力衰竭|高血压|结节|消瘦|恶心与呕吐|便血,全身,风湿科,"    结节性多动脉炎(polyarteritis nodosa)是一种累及中,小动脉全层的炎症和坏死性血管炎，随受累动脉的部位不同，临床表现多样,可仅局限于皮肤(皮肤型)，也可波及多个器官或系统(系统型)，以肾脏,心脏，神经及皮肤受累最常见。",结节性多动脉炎
发热|色素异常|疲劳|脾肿大|关节疼痛,全身,"消化内科,风湿科","    Felty综合征又称为关节炎-粒细胞减少-脾大综合征,类风湿性关节炎-脾大综合征、感染性关节炎。其病因不明,可能为自身免疫性疾病。1924年Flety首先报道成人慢性类风湿性关节炎合并粒细胞减少及脾肿大，此后屡见报道,遂将具备上述三大主征的疾患称为Flety综合征。","Felty综合征(关节炎-粒细胞减少-脾大综合征,类风湿性关节炎-脾大综合征,感染性关节炎)"
血尿|血红蛋白尿|脓尿|乳糜尿|蛋白尿|肾病综合征|急性肾衰竭|慢性肾衰竭,腰部,"风湿科,肾内科","    急性风湿热肾损害是由风湿热引起的双肾短期,非进展性、病理改变较轻的一种免疫性损害。",急性风湿热肾损害
关节疼痛,全身,风湿科,"   高尿酸血症又称痛风(gout),是一组嘌呤代谢紊乱所致的疾病，其临床特点为高尿酸血症(hyperuricemia)及由此而引起的痛风性急性关节炎反复发作、痛风石沉积,痛风石性慢性关节炎和关节畸形，常累及肾脏引起慢性间质性肾炎和尿酸肾结石形成。本病可分原发性和继发性两大类,原发性者病因除少数由于酶缺陷引起外，大多未阐明，常伴高脂血症,肥胖、糖尿病、高血压病,动脉硬化和冠心病等，属遗传性疾病。继发性者可由肾脏病,血液病及药物等多种原因引起。",高尿酸血症(痛风)
血尿|急性肾衰竭|咳嗽|咯血|呼吸异常|啰音|胸痛|急性呼吸窘迫综合征,腰部,"呼吸内科,风湿科","    本病为病因不明的过敏性疾病,血内有循环抗肾小球基底膜抗体及免疫球蛋白和补体呈线样沉积于肾小球基膜，造成肺出血伴严重进展性发展的肾小球肾炎为特点。",Goodpasture综合征(肺出血-肾炎综合症)
消瘦|肝肿大|其他症状,全身,风湿科,"    慢性肉芽肿病(CGD)是以皮肤,肺及淋巴结广泛肉芽肿性损害为特点的遗传性粒细胞杀菌功能缺陷病。多数病人为男性。X-连锁隐性遗传;少数为常染色体隐性遗传,两性均可发病。主要缺陷是宿主吞噬细胞系统产生的过氧化氢不足，不能杀灭过氧化氢酶阳性菌,致感染广泛播散。肉芽肿是对比化脓性感染的一种反应，常有色素性类脂组织细胞浸润和包绕",慢性肉芽肿病
消瘦,全身,风湿科,"    韦格内肉芽肿(wegener's granulomatosis)是以进行性坏死性肉芽肿和广泛的小血管炎为基本特征,主要累及呼吸道、肾脏、皮肤等脏器而产生相应的临床表现",韦格内肉芽肿
发热|身痛|关节疼痛,全身,风湿科,"    羟磷灰石是骨骼(包括牙齿)的主要矿盐,羟磷灰石沉积病是羟磷灰石在骨骼、牙齿外组织沉积，即为异位钙化,异位钙化可发生于机体各个部分，包括局部的和系统的结缔组织、关节及关节周围组织,关节及关节周围组织钙化，常不出现症状，但有时可造成急性关节炎和其他多种慢性关节疾患,此病一般症状较轻，甚或无任何症状，但也可以致关节破坏畸形而需关节更换术,羟磷灰石在关节周围沉积，可发生于任何年龄，但多见于老年人",羟磷灰石沉积病
心脏杂音|心脏增大|心律失常,胸部,"心血管内科,风湿科","    风湿性心脏病(简称风心病)是常见的一种心脏病,是风湿病变侵犯心脏的后果，表现为瓣膜口狭窄和/或关闭不全，患者中女多于男,受损的瓣膜以二尖瓣为最常见，也可以几个瓣膜同时受累，称为联合瓣膜病变",风湿性心脏病(风心病)
消瘦,全身,风湿科,"    选择性IgA缺乏症是指血清IgA低于0.05g/L,而IgG和IgM含量正常;它是免疫缺陷中最常见的类型。在群体中扫病率约为1/700。本症多为散发,部分家族性，且累及数代人。对我国不同地区6个民族的流行病学调查,显示本病有民族和地区差异。Α重链编码结构基因异常可能不是主要病因;在B细胞分化早期IgA 生成B细胞成熟停滞或IgA特异性抑制T细胞被活化，致使B细胞成熟受阻可能是致病原因",选择性IgA缺乏症
斑疹|色素异常|毛发异常|毛细血管扩张症|皮肤硬化|黏膜损害|消瘦|其他症状|贫血,全身,风湿科,"    血清病(serum sickness)是指由于注射运动免疫血清后所并的发一种免疫复合物性疾病,其表现主要有皮疹、发热、关节痛,淋巴结肿大等。目前免疫血清的临床应用已减少，仅限于防治白喉,破伤风、某些毒蛇咬伤后，以及阻止移植物排斥等的免疫抑制治疗,相反的，由于药物致敏已成为当今最常见的血清病病因。",血清病
其他症状|心悸|呼吸异常|消瘦,全身,风湿科,"    药物过是指敏药物通过各种途径进入人体后,引起器官和组织的反应，又称为药物反应(drug reaction)。在药物副作用中,约1/3～1/4累及皮肤，故有人提出皮肤药物反应(cutaneous drug raciotns)一名。在所有皮肤和粘膜药物反应中,又以药疹(drug erupton)或药物性皮炎(dermatitis medicamentosa)更为突出。",药物过敏
消瘦|其他症状,全身,风湿科,"    严重联合免疫缺陷病(severe combined immunodeficiency disease,SCID),Swiss型无丙球蛋白血症、胸腺淋巴组织发育不良和网状组织发育不全是一种重型免疫缺陷病。其特点是先天性和遗传性B细胞性T细胞系统异常,本组疾病呈常染色体隐性或-连锁遗传。50%SCID有阳性家族史。伴发网状组织发育不全的SCID系由原始造血干细胞缺陷引起; Swiss型无丙球蛋白血症是淋巴干细胞缺陷引起;部分SCID则由T细胞分化不良与B细胞成熟障碍所致",严重联合免疫缺陷病
发热|消瘦|身痛|关节疼痛,全身,风湿科,"    二水焦磷酸钙结晶沉积症(calcium pyrophosphate dihydrate deposition diseaes,CPPD)发现已有30多年历史,在CPPD结晶被确证之前，常混称“痛风”之后，又称“假性痛风”(pseudogout),又因其X线上呈现关节软骨钙化，所以又称“软骨钙化症”(chondrocalcinosi)。但此病可无软骨钙化表现,所以目前一般称之为“焦磷酸性关节病”(pyrophosphate arthropathy)。",二水焦磷酸钙结晶沉积症(焦磷酸性关节病)
发热|血尿|蛋白尿|疲劳|头痛|腹泻|消瘦|便秘|关节疼痛,全身,风湿科,"    痛风(gout)是尿酸过量生产或尿酸排泻不充分引起的尿酸堆积造成的,尿酸结晶堆积在软骨，软组织，肾脏以及关节处,在关节处的沉积会造成剧烈的疼痛。",痛风(高尿酸血症)
咳嗽|咳痰,全身,风湿科,"    过敏性哮喘是一种比较顽固的疾病,如果忽视治疗，可以伴随终身。大部分哮喘患者都存在过敏现象或者有过敏性鼻炎,有过敏性鼻炎的哮喘患者发病前兆会有打喷嚏、流鼻涕、鼻痒,眼痒、流泪等症状。",过敏性哮喘
消瘦,全身,风湿科,"    在补体系统的组成成分中,几乎每一种可有遗传缺陷。大多数补体遗传缺陷属常染色体隐性遗传，少数为常染色体显性遗传,而备解素缺陷则属X染色体连锁隐性遗传。补体缺乏常伴发免疫性疾病及反复细菌感染。总的来说,补体系统的第一前端反应成分，如C1、C4和C2缺陷,常伴有免疫复合物性疾病，尤其是SLE;C3、H因子和I因子缺乏增加了患者对化脓性细菌感染的易感性,而备解素、C5、C6,C7和C8缺陷的患者则易于发生严重的萘瑟菌感染。",遗传性补体缺陷病
淋巴结肿大|发热|斑疹|丘疹|关节疼痛|其他症状,全身,风湿科,"    成人still病是一组病因不明的弛张热,一过性多形性皮疹，关节炎或关节痛为主要临床表现，伴有肝,脾及淋巴结肿大，周围血白细胞增高的一种临床综合征，称为成人Still病,既往命名为亚败血症、变应性亚败血症。本病多见于年轻人,18-25岁，男女罹患率基本相等。","成人still病(亚败血症,变应性亚败血症)"
口腔痛|咽炎、舌炎、龈炎|溃疡|消瘦,全身,风湿科,"    白塞病(Behcet’s disease, BD)是一种全身性,慢性、血管炎症性疾病，主要临床表现为复发性口腔溃疡,生殖器溃疡、眼炎及皮肤损害，也可累及血管,神经系统、消化道、关节,肺、肾、附睾等器官,大部分患者预后良好，眼、中枢神经及大血管受累者预后不佳","白塞病(白塞,Behctet)"
脑膜刺激征|不自主运动|共济失调|步态异常|感觉障碍|其他症状,,"神经内科,风湿科","    风湿性舞蹈病又称小舞蹈病或Sydenham舞蹈病,是与风湿密切相关的、临床以不规则舞蹈样不自主动作和肌张力降低为主要表现的一种弥散性脑病。","风湿性舞蹈病(小舞蹈病,Sydenham舞蹈病)"
关节疼痛,全身,风湿科,"    类风湿性关节炎(rheumatoid arthritis)是一种以关节滑膜炎为特征的慢性全身性自身免疫性自身免疫性疾病,滑膜炎持久反复发作，可导致关节内软骨和骨的破坏，关节功能障碍,甚至残废。血管炎病变累及全身各个器官，故本病又称为类风湿病","类风湿性关节炎(类风湿,类风湿病)"
结节|身痛,全身,风湿科,"本病又名Rothmann-Makai综合征,1984年首次报告，1928年Makai命名本病为皮下脂质肉芽肿病。本病罕见,主要发生于儿童。有认为其是结节性脂膜炎的一型。结节散在,消退后无萎缩和凹陷，无全身症状。",皮下脂质肉芽肿病(Rothmann-Makai综合征)
尿频伴尿急和尿痛|少尿|血尿|脓尿|关节疼痛,全身,"内科,消化内科","    痢疾后综合症(Postdysenteric Syndrome),也称Reiter综合征、肠病后类风湿( Postenteric Rhematoid)、眼尿道关节炎综合征(Oculourebroarticular Syndrome),临床上以结膜炎、尿道炎和关节为为特征。多发于儿童,以男性为多见。","痢疾后综合症(Reiter综合征,肠病后类风湿,眼尿道关节炎综合征)"
