symptoms,body_part,clinic_department,description,medicine_name
发热|咽痛|步态异常|肌肉萎缩|身痛,全身,"骨科,传染科","    脊髓灰质炎（poliomyelitis,以下简称polio）又名小儿麻痹症，是由脊髓灰质炎病毒引起的一种急性传染病。临床表现主要有发热,咽痛和肢体疼痛，部分病人可发生弛缓性麻痹。流行时以隐匿感染和无瘫痪病例为多,儿童发病较成人为高，普种疫苗前尤以婴幼儿患病为多，故又称小儿麻痹症,其主要病变在脊髓灰质，损害严重者可有瘫痪后遗症。自50年代末普遍采用疫苗预防本病后,其发病率已大大下降，天花于70年代被消灭后，小儿麻痹症已定为本世纪末下一个被消灭的目标",脊髓灰质炎(小儿麻痹症)
呼吸异常|脱水|发热|抽筋,全身,"传染科,儿科","    发热是多种疾病的常见症状,小儿正常体温常以肛温36.5～37.5℃，腋温36～37℃衡量。通常情况下,腋温比口温（舌下）低0.2～0.5℃，肛温比腋温约高0.5℃左右。若腋温超过37.4℃,且一日间体温波动超过1℃以上，可认为发热。所谓低热,指腋温为37.5℃～38℃、中度热38.1～39℃、高热39.1～40℃,超高热则为41℃以上。发热时间超过两周为长期发热。","小儿高热(小儿发烧,小儿发热)"
尿频伴尿急和尿痛|脓尿|瘙痒,全身,传染科,"    衣原体是是一种在人体内长期生存并又广泛传播的病原体,属条件致病菌。它在一定条件下能引起子宫颈感染、早产,流产及尿道感染等多种疾病，尤其是在与淋球菌等其他病原体合并感染时更加重疾病的发展及引起其它并发症，在无症状子宫颈和男,女性泌尿系统常有沙眼衣原体的存在，其检出率不一。",衣原体感染症
发热|出汗异常|咳嗽|咳痰|呼吸异常|胸痛,全身,传染科,"　　芽生菌病又称北美芽生菌病或皮炎芽生菌病,主要侵犯肺、皮肤及骨骼等器官。由皮炎(北美)芽生菌所引起,多数认为可能系土壤、木材等的腐生菌。也可感染马和狗等动物","芽生菌病(北美芽生菌病,皮炎芽生菌病)"
尿频伴尿急和尿痛|发热|尿失禁与遗尿|血尿|腹泻|恶心与呕吐|腹痛,腰部,"肾内科,儿科","    泌尿系感染（ruinary tract infection）简称尿感,是由细菌直接侵入尿路而引起的炎症。感染可累及上、下泌尿道,因定位困难统称为尿感。症状上分为急性及慢性两种。前者起病急,症状较典型易于诊断。慢性及反复感染者可导致肾损害。小儿时期反复感染者,多伴有泌尿系结构异常，应认真查找原因，解除先天性梗阻,防止肾损害及瘢痕形成。",小儿尿感(小儿泌尿系统感染)
发热|鼻出血|咽痛|声音嘶哑|咽部异物感|头痛|咳嗽|恶心与呕吐,口,"内科,耳鼻喉科","    白喉（diphtheria）是白喉杆菌引起的急性传染病,其临床特征是咽、喉、鼻等处假膜形成,和全身中毒症状如发热、乏力、恶心呕吐,头痛等，严重者可并发心肌炎和神经瘫痪。",咽白喉(白喉)
淋巴结肿大|发热|咳嗽|咳痰|咯血|啰音|肝肿大|脾肿大,全身,"呼吸内科,儿科","    结核病（tuberculosis）是由结核杆菌引起的慢性传染病,全身各个器官都可累及，但以肺结核病为最多见。30年来由于推广了卡介苗接种及应用抗结核药物治疗,结核病流行情况大为好转，但由于、人口众多结核病仍为目前我国常见病,目前，世界结核病流行的两个问题是：爱滋病与结核病在感染及发病上相互间的不良影响和多种耐药结核菌感染，值得注意",小儿结核病
咽痛|声音嘶哑|咽部异物感|溃疡,口,"耳鼻喉科,传染科","    咽部结核是由结核菌引起的慢性全身性传染病,各个器官可受累及，但以肺结核最为多见。咽部结核多为肺结核病人痰中结核杆菌接触损伤的咽部粘膜而发病,或由喉结核向上蔓延而来，也可发生于结核杆菌的血行播散。单独的咽部结核较喉结核为少,咽部结核常因疼痛、吞咽困难，造成极度营养不良",咽部结核(咽结核)
发热|斑疹|脓疱|腹泻,皮肤,"外科,皮肤科","    新生儿脓疱病（Impetigo Neonatorum）又称新生儿天疱疮（Pemphigus Neonatorum）为发生在新生儿的一种以大疱为主的急性传染性化脓性皮肤病,发病急剧，传染性强。",新生儿脓疱病(新生儿天疱疮)
发热|心律失常|休克|紫绀|头痛|晕厥|食欲异常|咳嗽|啰音|恶心与呕吐,胸部,"呼吸内科,儿科","    肺表面暴露在许多传染物中,如果呼吸道的防御机能减弱，就易感染发生细菌肺炎。肺的防御功能有会厌反射,可防止受感染的分泌物的吸入；纤毛运动，用来清除带有微生物的呼吸道上皮细胞；咳嗽反射，使异物和下呼吸道粘液（附着空气传播中的微生物）排出；淋巴管,引流终末支气管和细支气管内容物；吞噬细胞，清除肺泡微生物。病毒感染能够破坏这些防御机能,它常常发生在细菌性肺炎发病前若干天。我国从50年代开始，对病毒性肺炎的研究工作成绩卓著,但对细菌性肺炎还认识不足。说明我国细菌性肺炎的确切发病情况和病原谱有待进一步研究。小儿细菌性肺炎病原学诊断问题值得重视",小儿金黄色葡萄球菌肺炎
水肿|腹泻|消瘦|便血|腹痛,腹部,"消化内科,传染科","    血吸虫病是由血吸虫所引起的一种疾病,现在已知寄生在人体的血吸虫有5种：日本血吸虫（schistosoma japonicum）、埃及血吸虫（S.haematobium）、曼氏血吸虫（S.mansoni）,间插血吸虫（S.intercalatum）及湄公血吸虫（S.mekongi）。此外在人体尚见有牛血吸虫（S.bovis）、梅氏血吸虫（S.matteei）梭形血吸虫（S.spindalis）等寄生的病例",血吸虫肠病
淋巴结肿大|发热|头痛|恶心与呕吐|身痛,全身,传染科,"    恙虫病(tsutsugamushi disease)又名丛林斑疹伤寒(scrub typhus),是由恙虫病立克次体(Rickettsia tsutsugamushi)引起的急性传染病。系一种自然疫源性疾病，啮齿类为主要传染源,恙螨幼虫为传播媒介。临床特征有高热、毒血症,皮疹、焦痂和淋巴结肿大等。晋葛洪在1600余年前已述及本病流行于华南一带,称之为“沙虱热”。","恙虫病(丛林斑疹伤寒,沙虱热)"
淋巴结肿大|视力障碍|发热|水肿|眼痛|脓疱|眼球运动障碍,眼,"五官科,眼科","    眼部带状疱疹是一种性质较为严重的睑皮肤病,由三叉神经的半月神经节或某一分支受水痘一带状疱疹病毒感染所致。",眼部带状疱疹
发热|咳嗽|咳痰|咯血|恶心与呕吐|胸痛,胸部,"呼吸内科,心血管内科","    细菌性肺炎（bacterial pneumonia）占成人各类病原体肺炎的80％,进入抗生素时代以来，细菌性肺炎的预后一度显著改善，但自60年代以后病死率居高不降,目前细菌性肺炎出现一些新特点，包括病原谱变迁，特别是医院内肺炎G-杆菌比率显著上升,肺炎链球菌虽然在社区获得性肺炎病原体中仍占主导地位，但临床表现多趋于不典型。细菌耐药率增高,所谓“难治性”肺炎屡见不鲜，尤其在儿童、老年人和免疫抑制患者中病死率极高,提高病原学诊断水平，合理应用抗生素，避免耐药菌出现,以及改善支持治疗是肺炎临床处理方面迫切需要强调和解决的问题。","细菌性肺炎(肺感,下呼吸道感染)"
发热|心力衰竭|腹泻|咳嗽|恶心与呕吐|胸腔积液,胸部,"呼吸内科,儿科","    1958年以来我国各地相继证实,腺病毒除引起上呼吸道感染外，还可引致小儿肺炎，多见于6个月至2岁的婴幼儿腺病毒肺炎最为危重,尤以北方各省多见，病情严重者也较南方为多。华北,东北及西北于1958年冬及1963年冬有较大规模的腺病毒肺炎流行，病情极其严重。",腺病毒肺炎
发热|紫绀|昏迷|瘫痪|腹泻|咳嗽|恶心与呕吐|腹痛,全身,"儿科,传染科","    脊髓灰质炎（poliomyelitis,以下简称polio）又名小儿麻痹症，是由脊髓灰质炎病毒引起的一种急性传染病。临床表现主要有发热,咽痛和肢体疼痛，部分病人可发生弛缓性麻痹。流行时以隐匿感染和无瘫痪病例为多,儿童发病较成人为高，普种疫苗前尤以婴幼儿患病为多，故又称小儿麻痹症（Infantile paralysis）,其主要病变在脊髓灰质，损害严重者可有瘫痪后遗症。自50年代末普遍采用疫苗预防本病后,其发病率已大大下降，天花于70年代被消灭后，小儿麻痹症已定为本世纪末下一个被消灭的目标","小儿麻痹症(脊髓灰质炎,流性行脊髓灰质炎)"
发热|休克|昏迷|腹泻|腹痛,腹部,"消化内科,传染科","    细菌性痢疾（bacillary dysentery）,是由痢疾杆菌引起的常见急性肠道传染病，以结肠化脓性炎症为主要病变，有全身中毒症状,腹痛、腹泻、里急后重,排脓血便等临床表现。",细菌性痢疾(菌痢)
发热|斑疹|丘疹|腹泻|腹水|腹痛|肝肿大,全身,传染科,"    血吸虫病是由血吸虫成虫寄生于人体所引起的地方性疾病,主要流行于亚、非、拉美的73个国家,患病人数约2亿。",血吸虫病
发热|腹泻|恶心与呕吐|腹痛,腹部,传染科,"    空肠弯曲菌（campylobacter）是1973年Butzler等自腹泻病人粪便中分离出现,目前已认识其为人类腹泻的主要致病菌之一。空肠弯曲菌肠炎的发病率在发达国家超过细菌性痢疾，在发展中国家几乎同细菌性痢疾",弯曲菌性肠炎
发热|斑疹|丘疹|头痛|腹泻|恶心与呕吐|胸痛|腹痛,全身,传染科,"    炭疽（anthrax）是由炭疽杆菌所致,一种人畜共患的急性传染病。人因接触病畜及其产品及食用病畜的肉类而发生感染。临床上主要表现为皮肤坏死,溃疡、焦痂和周围组织广泛水肿及毒血症症状，偶可引致肺,肠和脑膜的急性感染，并可伴发败血症。",炭疽病
发热|腹痛,全身,传染科,"    异尖线吸虫病（Anisakis manina）乃人生食或半生的海鱼及软体动物如乌贼等感染期幼虫引起的内脏蠕虫蚴移行症,感染初期常表现为急腹症。慢性期常反复发作性腹绞痛、胃肠或肠外嗜酸性肉芽肿形成",异尖线吸虫蚴移行症
发热|咽痛|丘疹|头痛|腹痛|身痛,全身,传染科,"    水痘(varicella,chickenpox)是由水痘带状疱疹病毒所引起的急性传染病,以较轻的全身症状和皮肤粘膜上分批出现的斑疹,丘疹,水疱和痂疹和特征，本病多见于小儿。",水痘
头痛|昏迷|癫痫和癫痫样发作|高颅压综合征,头部,"脑外科,传染科","    散发性脑炎又名散发性病毒脑炎,非特异性脑炎及非典型性脑炎等。它是神经系统常见的综合征之一，主要包括散发的,病原一时不明的病毒性脑炎和感染后变态反应性脱髓鞘性脑病等两类疾病，但临床上难以区分。","散发性脑炎(散发性病毒脑炎,非特异性脑炎,非典型性脑炎)"
发热|耳鸣|头痛|恶心与呕吐|身痛,头部,传染科,"    森林脑炎（forest encephalitis）又名蜱传脑炎（tickborne encephalitis）是由病毒所致的一种急性传染病,1934年5～8月间在苏联东部的一些森林地带首先发现本病，故又称苏联春夏脑炎。野生动物,尤其是野鼠是本病的传染源，蜱为其传播媒介。临床上以突发高热,脑膜刺激症、意识障碍和瘫痪为其特征。脑脊液有异常变化,常有后遗症。","森林脑炎(蜱传脑炎,苏联春夏脑炎)"
发热|休克|腹泻|恶心与呕吐|腹痛,全身,传染科,"    伤寒（typhoid fever）是由伤寒杆菌引起的急性传染病,以持续菌血症，网状内皮系统受累，回肠远端微小脓肿及溃疡形成为基本病理特征,典型的临床表现包括持续高热，腹部不适，肝脾肿大,白细胞低下，部分病人有玫瑰疹和相对缓脉。本病又称为肠热病（enteric fever）,但本病的临床表现主要系病原经血播散至全身全器官，而并非肠道局部病变所引起。",伤寒(肠热病)
发热|出汗异常|腹泻|恶心与呕吐|便血|腹痛,腹部,"消化内科,传染科","    非伤寒沙门氏菌感染是指伤寒,副伤寒以外的各种沙门菌所引起的急性传染病。其临床表现复杂，可分为胃肠炎型,类伤寒型、败血症型、局部化脓感染型,亦可表现为无症状感染。",沙门氏菌属食物中毒(非伤寒沙门氏菌感染)
淋巴结肿大|心力衰竭|休克|紫绀|咳嗽|胸痛,全身,传染科,"    鼠疫（plague）是鼠疫杆菌借鼠蚤传播为主的烈性传染病,系广泛流行于野生啮齿动物间的一种自然疫源性疾病。临床上表现为发热、严重毒血症症状,淋巴结肿大、肺炎、出血倾向等,鼠疫在世界历史上曾有多次大流行，死者以千万计，我国在解放前也曾发生多次流行,病死率极高。1992年全世界报告发生人间鼠疫的有巴西、中国,马达加斯加、蒙古、缅甸,秘鲁、美国、越南及扎伊尔等9个国家,共1582例，病人大多集中在非洲，病死率为8.7％,我国29例，集中在西双版纳。中国证实的鼠疫疫源地分布在17个省（自治区）,216县，动物鼠疫不断。人间鼠疫由1985年二个省区（青海,西藏）扩大至云南、内蒙古、新疆,甘肃等六个省区。1994年毗邻的印度暴发鼠疫693例。我国防治鼠疫的工作仍非常重要",鼠疫(鼠瘟)
发热|斑疹|丘疹|腹泻|恶心与呕吐|便秘|腹痛|身痛,全身,传染科,"    旋毛虫病（trichinosis,trichinellosis）是由旋毛线虫（Trichinella spiralis）引起的人畜共患的寄生虫病，流行于哺乳类动物间，人因生吃或半熟食含旋毛虫包囊的猪肉等而感染,主要临床表现为胃肠道症状、发热、肌痛,水肿和血嗜酸粒细胞增多等。",旋毛虫病
发热|恶心与呕吐|腹痛|黄疸|其他症状,腹部,"内科,消化内科","    戊型病毒性肝炎其流行特点似甲型肝炎,经粪-口途径传播，具有明显季节性，多见于雨季或洪水之后,无慢性化，预后良好。",戊型病毒性肝炎(戊肝)
发热|咽痛|头痛|食欲异常|咳嗽|恶心与呕吐|胸痛|胸腔积液,胸部,"呼吸内科,儿科","    支原体肺炎（mycoplasmal pneumonia）旧称原发性非典型肺炎,冷凝集阳性肺炎，是由支原体（mycoplasma,MP）感染引起的、基本病程间质性肺炎及毛细支气管炎样改变,临床表现为顽固性剧烈咳嗽的肺部炎症。MP是儿童时期肺炎和其它呼吸道感染的重要病原之一。","小儿支原体肺炎(小儿MP肺炎,原发性非典型肺炎)"
发热|咽痛|头痛|恶心与呕吐,胸部,传染科,"    猩红热（searlet fever）为急性呼吸道传染病,以发热、咽炎及皮疹为特征。",猩红热
斑疹|便血|脾肿大,全身,传染科,"    伤寒,副伤寒是由伤寒和副伤寒杆菌甲、乙、丙引起的急性消化道传染病,临床上以持续高热、相对脉缓、特征性中毒症状,脾肿大、玫瑰疹与白细胞减少等为特征。肠出血,肠穿孔为主要并发症。伤寒主要的病理特征是全身网状内皮系统的增生反应，以回肠下段淋巴组织的病变最为显著,副伤寒，分别由副伤寒甲，乙,丙杆菌引起。它的临床表现、诊断,治疗和预防与伤寒相同。",伤寒与副伤寒
发热|身痛,全身,"骨科,传染科","    松毛虫性骨关节病是指直接或间接接触松毛虫活体,尸体或虫毛引起的骨关节病变，是全身疾病中的一部分。本病在我国南方省份如福建,广东，湖北，湖南,浙江林区均有流行。多在夏秋两季，四月至八月松毛虫盛发时,呈地区性暴发流行。据调查在我国已发现约40种松毛虫，危害较大及分布较广的有6种：赤松毛虫,油松毛虫，落叶松毛虫，马尾松毛虫,云南松毛虫，思芽松毛虫。其中以马尾松毛虫分布最广,危害也最大。",松毛虫性骨关节病
发热|肝肿大,腹部,传染科,"    为侵袭型阿米巴病的病原虫,主要寄生于结肠，引起阿米巴痢疾和各种类型的阿米巴病，为全球分布,多见于热带与亚热带。",溶组织内阿米巴病
少尿|吞咽困难|休克|瘙痒|咳痰,全身,传染科,"    由白念珠菌为主的念珠菌属所致的侵袭性感染.其表现为真菌血症,心内膜炎,脑膜炎和/或肝,脾,肾,骨,皮肤及皮下组织或其他组织的灶性病变.",全身性念珠菌病
癫痫和癫痫样发作|瘫痪|肝肿大|脾肿大|黄疸|其他症状,全身,"儿科,传染科","    巨细胞包涵体感染是由感染人类巨细胞病毒（cytomegalovirus,CMV）引起的一种先天性或后天性全身感染综合征感染，因被感染细胞变大，核内和胞浆内出现包涵体,故本病又称巨细胞包涵体病（cytomegalic inclusion disease）。有两种类型，一种是唾液腺病毒症,是无症状限局性感染，多数成为唾液腺的不显性感染或慢性感染而长期存留。另一种是全身性疾病,比较少见，主要侵犯小婴儿，其特点是在很多器官组织内发现含核内和胞浆内包涵体的巨大细胞,并伴有全身症状，是宫内病毒感染导致胎儿畸形的重要原因之一。",先天性巨细胞包涵体病(巨细胞包涵体病)
视力障碍|红眼|发热|眼痛|囊肿,全身,"五官科,眼科","泡性眼炎是结膜上皮组织对某种内生性毒素所引起的迟发性变态反应,一般认为是对结核杆菌蛋白过敏。",泡性眼炎(泡性眼炎)
头痛|晕厥|昏迷|低血糖症|呼吸异常|恶心与呕吐|脱水|肝肿大,全身,"内科,消化内科","    瑞氏综合症（Reye Syndrome）,是由脏器脂肪浸润所引起的以脑水肿和肝功能障碍为特征的一组症候群，又称脑病合并内脏脂肪变性综合征。1963年由Reye首先报道,多发生在6个月～15岁的幼儿或儿童，平均年龄6岁，罕见于成年人",瑞氏综合症(脑病合并内脏脂肪变性综合征)
发热|男性不育,生殖部位,"泌尿外科,男科","    男生殖系结核是常见病,大多与泌尿系结核同时存在。据文献统计，这两个系统同时并发结核的百分率有50～80％,单一的男生殖系结核仅占10％。",男生殖系结核
