symptoms,body_part,clinic_department,description,medicine_name
男子性功能障碍,生殖部位,"泌尿外科,男科","    阴茎异常勃起(priapism)是指与性欲无关的阴茎持续勃起状态,阴茎持续勃起超过6小时已属于异常勃起。传统上阴茎异常勃起分为原发性(特异性)和继发性。按血流动力学分为低血流量型(缺血性)和高血流量型(非缺血性),前者因静脉阻塞(静脉阻塞性)，后者因异常动脉血注入(动脉性)。阴茎异常勃起还分为急性,间断性(复发或间歇，如镰状细胞贫血)和慢性(通常为高血流量型),阴茎异常勃起初期，均为生理性阴茎勃起，以后发展为高血流量型",阴茎异常勃起
男性不育|其他症状,男性股沟,"泌尿外科,男科","    双侧输精管道(从睾丸网到射精管),因任何原因造成的完全性堵塞均可引起无精子症。据统计，堵塞性无精子症约占无精子症病因的55%",输精管堵塞
男性乳房发育症|性幼稚病|两性畸形|体型异常|其他症状,男性股沟,"内分泌科,男科","    克兰费尔特综合征(Kleinfelte’s syndrome)(47,XXY),是一种较常见的因染色体数目异常引起的并伴有多种异常表现的综合征。男性格外多了一条女性的性染色体。外表是男性,但通常阴茎比常人小，无生育能力，智力低下发生率增多",克兰费尔特综合征(先天性曲精管发育不全综合征、小睾丸症、先天性睾丸发育不全综合征、克氏征、XXY综合征)
男性不育,生殖部位,男科,"    男性不育症是指由于男性因素引起的不育,一般把婚后同居2年以上未采取任何避孕措施而女方未怀孕，称为不育症。发生率为10%左右,其中单属女方因素约为50%，单纯男方因素约为30%，男女共有约20%,临床上把男性不育分为性功能障碍和性功能正常两类，后者依据精液分析结果可进一步分为无精子症、少精子症,弱精子症、精子无力症和精子数正常性不育。近几年随着人们对人类生殖问题认识的提高以及男科学研究的飞速发展,男性不育的发现率逐步增高，已引起男科学工作者的高度重视。",男性不育症
男子性功能障碍,,"内科,消化内科","    肝硬化男性性功能减退综合征,又称内分泌缺乏-肝硬变综合征Silvestrini-corda综合征。其主要临床特点为，在肝硬变的基础上出现男性乳房发育,睾丸萎缩和性机能减退等表现。本征较为常见，男性远远多于女性","肝硬化男性性功能减弱综合征(内分泌缺乏-肝硬变综合征,Silvestrini-corda综合征)"
发热|排尿困难及尿潴留|身痛,生殖部位,"泌尿外科,男科","    包茎和包皮过长易在包皮下积聚由皮脂腺分泌物和脱落表皮所形成的白色豆腐渣样包皮垢,偶成结石,而且易致细菌感染，形成包皮阴茎头炎,包皮阴茎头炎反复发作的炎症刺激与阴茎癌的发生有密切关系",包皮阴茎头炎
男性不育|其他症状,男性股沟,男科,"    无精子症是指射出的精液离心沉淀后,经显微镜检查无精子。",无精症
男子性功能障碍|男性不育,生殖部位,"泌尿外科,男科","    隐睾是指男婴出生后单侧或双侧睾丸未降至阴囊而停留在其正常下降过程中的任何一处,也就是说阴囊内没有睾丸或仅有一侧有睾丸。",隐睾
身痛,生殖部位,"泌尿外科,男科","    睾丸定居在阴囊内,左右各通过一条叫做精索的组织与身体相连，精索长有为睾丸提供血液循环的血管，所以精索是睾丸的命脉,睾丸通过被称为睾丸系膜的组织与阴囊相连，由睾丸系膜将睾丸固定于阴囊。有的胎儿在发育时就会产生一侧或两侧睾丸系膜过长,出生后，睾丸与精索的活动度就很大，万一遇上突然用力或猛烈震荡等情况,睾丸与精索就会发生360度以上的扭转，也叫精索扭转。",睾丸扭转
发热|身痛,生殖部位,"泌尿外科,男科","    附睾炎多见于中青年,按病程可分为急性附睾炎和慢性附睾炎两种。",附睾炎
尿频伴尿急和尿痛|排尿困难及尿潴留|血尿,,男科,"    尿道对结核菌有很强的抵抗力,尿道受到生殖系结核与泌尿系结核的双重侵犯，但尿道结核仍很罕见，尿道结核主要发生在男性,多并有严重的肾结核。在泌尿生殖系结核中，结核是很罕见疾病,发病率不足1%。",尿道与阴茎结核
其他症状,男性股沟,"外科,男科","    男性的生殖器如阴茎,阴囊和睪丸，如同身体的其他器官和组织，也是会受到外伤,只是因为该部位受衣着的遮蔽，经过治疗后的外伤，一般并不为旁人看得见",男性生殖器外伤
男性不育|其他症状,男性股沟,男科,"    少精子症是指精液中的精子数目低于正常具有生育能力男性的一种疾病,国际卫生组织规定男性的精子在每毫升不低于2千万，如果低于2千万就归为少精子症。",少精子症
男性不育|其他症状,男性股沟,"外科,男科","    不射精症通常是指阴茎虽然能正常勃起和性交,但就是达不到性高潮和获得性快感，不能射出精液;或是在其他情况下可射出精液，而在阴道内不射精",不射精症
尿频伴尿急和尿痛|排尿困难及尿潴留,生殖部位,"泌尿外科,男科","    非细菌性前列腺炎是最常见的一种前列腺炎综合征,其病因尚不清楚。",非细菌性前列腺炎
男性乳房发育症,胸部,"乳腺外科,内分泌科","    男性乳房肥大症属男性乳腺增生,以单侧居多，也有双侧者，以中年或老年为多见,也可发生在青春期。",男性乳房肥大症
男性不育,生殖部位,"泌尿外科,男科","    精索静脉曲张是指精索里的静脉因回流受阻,而出现的盘曲扩张。它95％发生于左侧，两侧较少",精索静脉曲张
其他症状,男性股沟,"外科,男科","    包茎过长是包皮长,由于包皮口狭窄或包皮与阴茎头炎症后粘连而不能上翻露出阴茎头者。",包茎过长
阴囊肿大,生殖部位,"泌尿外科,男科","    睾丸鞘膜积液是指睾丸固有鞘膜两层间积有过多液体,鞘膜积液多数均无明显的病因，称为原发性鞘膜积液。其发生和发展都较缓慢,病人可无症状。由于阴囊的外伤，睾丸和副睾的炎症或肿瘤以及丝虫病所引起的鞘膜积液,称为继发性鞘膜积液。它常具有原发病灶的症状。",鞘膜积液
体型异常,生殖部位,"泌尿外科,男科","    膀胱外翻畸形,系生后即发现在下腹壁正中有程度不同的腹壁缺损，致使膀胱自内翻出。严重者膀胱全部外翻,两侧输尿管口外露，耻骨联合缺损，并有严重的尿道上裂形成",膀胱外翻
排尿困难及尿潴留|男性不育|身痛,生殖部位,"泌尿外科,男科","    睾丸肿瘤并不常见,仅占全身恶性肿瘤的1％。根据世界各地的统计资料，睾丸肿瘤的发病有地区和种族差异,欧美发病率较高，中国较低，但因为以下原因睾丸肿瘤受到特别重视,①70年代以后治疗上有突破性进展，使死亡率从50％降至10％左右。②是15～35岁青年最常见癌,因为年轻人所以能承受手术、放疗、化疗等严格的综合治疗,③有分化的倾向，自发的或治疗后由恶性变为良性，如转移癌经化疗后转为良性畸胎瘤,若能弄清其机制，有可能使恶性肿瘤分化为良性肿瘤。④肿瘤分泌标记物质,可以从血中查出，其他肿瘤不常见。",睾丸肿瘤
尿频伴尿急和尿痛|发热,生殖部位,"泌尿外科,男科",    慢性细菌性前列腺炎是由一种或数种病原菌引起的前列腺非急性感染,慢性细菌性前列腺炎
男性不育,生殖部位,"内分泌科,男科",    各种原因引起的睾丸功能减退而出现的一系列表现,男性生殖腺机能减退症
发热|身痛,生殖部位,"泌尿外科,男科","    包皮龟头炎是指包皮内板与阴茎头的炎症,正常包皮腔内分泌的一种类脂物质，在包皮过长或包茎时，此类物质可积聚成包皮垢刺激包皮和阴茎头引起包皮龟头炎,药物过敏所引起的包皮龟炎是一种延迟型变态反应,临床上颇为常见，一般在眼药后24～72小时发病。",包皮龟头炎
尿频伴尿急和尿痛,男性股沟,"泌尿外科,男科","    前列腺炎是指前列腺特异性和非特异感染所致的急慢性炎症,从而引起的全身或局部症状。前列腺炎可分为非特异性细菌性前列腺炎、特发性细菌性前列腺炎(又称前列腺病),特异性前列腺炎(由淋球菌、结核菌、真菌,寄生虫等引起),非特异性肉芽肿性前列腺炎、其它病原体(如病毒、支原体,衣原体等)引起的前列腺炎、前列腺充血和前列腺痛。",前列腺炎(前列腺精囊炎)
淋巴结肿大|发热|脓尿|阴囊肿大|男性不育|脓疱|溃疡|皮肤硬化|黏膜损害|消瘦,生殖部位,"肿瘤科,男科","    阴茎癌(carcinoma of penis)为常见的男性生殖系统的恶性肿瘤之一,过去在我国相当多见，占男性生殖系肿瘤第一位，近年来发病率已有明显降低趋势,多发生于中年人，平均年龄为30岁。较阴茎乳头状瘤的患者大10岁,所以它在初期可能为乳头状瘤，经若干年后转移为鳞状细胞癌。患阴茎癌者绝大多数皆有包皮过长",阴茎癌(阴茎恶性肿瘤)
男性乳房发育症,胸部,"内分泌科,男科","    本症是一种常见的内分泌疾病,乳房增大为临床上唯一的表现，正常男性在新生儿期、青春期及老年期,乳房可生理性增大；但介于青春期和老年期之间的男子，若发生乳房增大，则多为病理性,应及时查找病因。",男子乳房发育症
尿频伴尿急和尿痛|排尿困难及尿潴留|尿失禁与遗尿,生殖部位,"泌尿外科,男科","    前列腺肥大症,为男性膀胱颈部梗阻重要病变之一。就其病理言之，叫做前列腺增生（Prostatic Hypertrophy）更为适当,但习惯上前列腺肥大之名较为流行，故仍沿用此名。另外有良性前列腺肥大之名,意示和前列腺恶性肿瘤相区别。看来不致造成混淆，故亦省略",前列腺增生(前列腺肥大症)
其他症状,生殖部位,男科,"    性欲亢进是指性欲过分强烈,多发生于青春期或成年初期。男女均可发生，性欲极度亢进的情况称为色情狂,见于男性者称男性色情狂（satyriasis），见于女性者称为女性色情狂（nymphomania）。目前国内尚无该症的流行病学资料,但据文献报道这是一种极为罕见的情况。",性欲亢进
其他症状,男性股沟,"外科,男科","    包皮过长是指男子成年后,阴茎皮肤包裹龟头，使龟头不能完全外露。",包皮过长
