symptoms,body_part,clinic_department,description,medicine_name
吞咽困难|耳鸣|咽痛|咽部异物感|头痛|呼吸异常,口,"外科,肿瘤科","    脊索瘤来自胚胎脊索的残余,退化的脊索通常都嵌入蝶骨和枕骨内，但部分可向腹侧折入咽壁，其与咽部上皮融合处的细胞有迅速增长的潜力,在某些诱因的作用下，可形成脊索瘤，是一种罕见的低度恶性肿瘤,病理见肿瘤由典型的空泡细胞和粘液基质所组成，其特点为分叶结构，细胞呈不规则条索状,团块状或假腺泡状生长，并可形成巨大空泡的合体细胞。可发生于任何年龄,以中年居多，男性多于女性。",咽部脊索瘤
水肿|咽部异物感,口,耳鼻喉科,"    麻风（leprosy）是由麻风杆菌引起的一种接触传染病,以侵犯皮肤、粘膜及周围神经为主，亦可累及深部组织和器官,麻风杆菌主要是通过破损的皮肤和粘膜进入人体。本病不胎传，也不遗传",咽部麻风
吞咽困难|咽痛|咽部异物感|呼吸异常,颈部,"外科,烧伤科","    咽喉烧伤及化学伤因吸入高热蒸汽,误饮沸水、头颈烧伤者因吸入火焰或干热空气致粘膜烧伤、误服强酸,强碱、吸入氨、氰,氯、碘、溴,磷等高浓度气雾和化学毒气可直接灼伤咽喉及下呼吸道粘膜并吸收引起全身中毒。",咽喉烧伤及化学伤
听力减退|耳溢液,口,"外科,耳鼻喉科","    咽鼓管软骨段在解剖上正常,但其机能发生障碍，即咽鼓管咽口被动开放而不能主动开放。与一般炎性水肿所致的咽口阻塞有所区别",咽鼓管阻塞
吞咽困难|咽痛|口臭|头痛|关节疼痛,口,"内科,耳鼻喉科","    奋森咽峡炎（Vincent's angina）是一种溃疡膜性炎症,由厌氧梭形杆菌及螺旋体共同寄生而引起。这种病原体虽在健康人的口腔中存在，但不致病,仅在机体抵抗力低下时，如过度疲劳、营养不良,维生素缺乏、胃肠道疾病、药物中毒或忽略口腔卫生等,方可诱发本病。",奋森咽峡炎
听力减退|声音嘶哑,口,"外科,耳鼻喉科",    腭咽闭合不全是由软腭或咽壁病变使腭咽不能正常闭合而出现的发音和吞咽障碍,腭咽闭合不全
发热|吞咽困难|咽痛|咽部异物感|头痛,口,"外科,耳鼻喉科","    咽旁脓肿（parapharyngeal abscess）为咽旁隙的化脓性炎症,早期为蜂窝组织炎发展而成脓肿。其感染途径较多，如腭扁桃体,咽扁桃体、牙齿、腮腺以及鼻部,咽部所属淋巴结等处的急性炎症，均可蔓延至咽旁隙中。尤其在儿童,这些部位是发生感染的常见部位，故咽旁隙头、颈部最易受感染的间隙之一","咽旁脓肿(咽旁隙化脓性感染,咽旁隙蜂窝组织炎)"
吞咽困难|咽部异物感|口臭|囊肿|呼吸异常|胃食管反流性疾病,口,"外科,耳鼻喉科","    较常见,多位于喉咽部咽下缩肌的甲咽肌与环咽肌之间的粘膜与粘膜下层向外突出形成的囊袋样组织。多见于中老年男性。",咽后壁憩室
淋巴结肿大|发热,耳,"外科,心血管内科","    乙状窦血栓性静脉炎（thrombophlebitis of sigmoid sinus）是伴有血栓形成的乙状窦静脉炎,右侧较多见，为常见的耳源性颅内并发症。",乙状窦血栓性静脉炎
发热|吞咽困难|咽痛|咽部异物感|紫绀|脱水,口,"内科,外科","    咽后脓肿（retropharyngeal abscess）,发生于咽后间隙中，多因咽后淋巴结感染化脓引起，分急慢性两类,急性者多见于儿童。慢性者少见，多系颈椎结核形成脓肿,又称冷脓肿。本节论述急性化脓性咽后脓肿。","咽后脓肿(冷脓肿,急性化脓性咽后脓肿)"
出汗异常|眩晕|恶心与呕吐|脊柱和四肢畸形,头部,"神经内科,耳鼻喉科","    晕动病（motion sickness）即晕车病,晕船病、晕机病和由于各种原因引起的摇摆、颠簸,旋转、加速运动等所致疾病的统称。","晕动病(晕车,晕船,晕机,晕动症)"
吞咽困难|咽痛|咽部异物感|呼吸异常,口,"外科,耳鼻喉科","    又名腭部肌阵挛,是一种少见的疾病，为软腭或咽缩肌的不随意而有节律地收缩运动，可局限于一处,或在几个部位同时发生，多为双侧对称性。",咽肌痉挛(腭部肌阵挛)
听力减退|声音嘶哑|咽部异物感|结节|咳嗽,口,"外科,耳鼻喉科","    硬结病（scleroma）是一种慢性进行性肉芽肿病变,常先发生于鼻部，缓慢向上唇、鼻咽,腭部、咽、喉,气管、鼻窦、鼻泪管等处发展,病变一般不侵犯淋巴结或转移他处。因鼻部有病变者占98％以上，故本病又称呼道硬结病或鼻硬结病（rhinoscleroma）,少数病例可原发于咽、喉或气管而不累及鼻部。硬结病为一散发性地方流行病,世界各地均有报道。国内经大量资料统计分析，除台湾,西藏二地未收集外，各省市均有本病发生，其中以山东省发病率最高,约占总数的46％。","咽部硬结病(呼道硬结病,鼻硬结病)"
咽部异物感,口,耳鼻喉科,"    咽角化症（keratosis of pharynx）为咽部淋巴组织异常角化,多发生于腭扁桃体及舌扁桃体，咽部其他部位的角化病变较少见。本病多发生于30岁以前的青年,病因未明，以往多认为与纤毛菌感染、口腔卫生不佳,鼻窦及咽淋巴组织慢性炎症有关。",咽角化症
发热|吞咽困难|咽痛|溃疡|呼吸异常,口,"外科,耳鼻喉科","    咽部创伤多因异物损伤,医源性损伤、化学腐蚀和烫伤所致，可单独发生,亦常伴有口腔或喉颈食管伤。",咽部创伤
发热|吞咽困难|咽痛|咽部异物感|呼吸异常,口,"外科,烧伤科","    咽部为吞咽和呼吸的必经之路,咽部灼伤多同时累及喉，进入食管则出现食管灼伤，除局部症状外,还可引起全身复杂的病理变化和中毒症状，应早期诊断，及时处理",咽部灼伤
吞咽困难|咽部异物感,口,"外科,耳鼻喉科","    咽部狼疮多继发于面部和鼻部,致病菌为毒力低的结核杆菌。",咽部狼疮
吞咽困难|咽部异物感|口臭|囊肿|胃食管反流性疾病,口,"外科,耳鼻喉科","    本病较常见,多见于乐器吹奏人员和老年人。",咽侧壁憩室
呼吸异常,口,"外科,儿科","    正常婴幼儿声门下腔的直径为5.5～6mm,由于发育异常、声门下腔狭小引致阻塞者，称先天性声门下狭窄,为声门下腔壁之一侧或两侧阻塞，多为弹性圆锥病变，但亦有环状软骨畸形所致",先天性声门下狭窄
吞咽困难|咳嗽|恶心与呕吐,口,耳鼻喉科,"    悬雍垂过长症（enlongated uvula）是由于鼻窦,鼻咽、口咽、扁桃体慢性炎症刺激,导致悬雍垂发炎，使其肌肉组织变性，粘膜水肿向下伸展,引起悬雍垂变细和增长。此外，发育异常也为病因之一,正常的悬雍垂与舌面不接触，如与舌面接触且有症状者，称之为悬雍垂过长症",悬雍垂过长症
吞咽困难|咽部异物感,口,"外科,耳鼻喉科","    咽部异物是耳鼻喉科常见急症之一,易被发现和取出，如处理不当，常延误病情,发生严重并发病。较大异物或外伤较重者可致咽部损伤。",咽部异物
听力减退|耳鸣,耳,"五官科,耳鼻喉科","    先天性耳聋是指出生后即已存在的耳聋,其可分为遗传性和非遗传性；主要为常染色体隐性遗传，占75% 以上，非遗传性先天性耳聋约占20%,遗传性耳聋分为非综合征( nonsyndromic )和综合征性 (syndromic) 两大类，分别占80% 和20% 左右。还有一类线粒体病引起的耳聋,非遗传性耳聋可因先天性感染、孕妇代谢因素等所引起。","先天性耳聋(先天性聋,先天性听力障碍)"
吞咽困难|咽痛|声音嘶哑|咽部异物感|休克,颈部,"呼吸内科,外科","    常为颈部外伤所累及,常合并颈段气管、食管伤。咽喉与甲状腺,颈部大血管、神经、颈椎等重要器官邻近,如同时受伤，可以出现大出血、休克,窒息等危象，而使抢救不及以致死亡。",咽喉部外伤
水肿|吞咽困难|咽痛|休克|咳嗽|呼吸异常,口,"外科,耳鼻喉科","    咽部机械性创伤多由外界的直接暴力引起,如战伤、交通事故、工伤,自杀等，也可由来自内部的创伤如手术损伤、异物损伤等,咽外部的刺伤或切伤多见于口咽部和喉咽部，伤口多在舌骨和甲状软骨之间，以利刃刎颈的切伤多为横行,锐利兵器所致的刺伤、切伤和割伤多为盲管伤，皮肤刺入口较小,向内刺入较深，或为贯通伤。挫伤为钝器的击伤,可致深部组织断裂，爆炸伤常引起颈部组织广泛损伤。",咽部机械性创伤
吞咽困难|咽部异物感|呼吸异常,口,"外科,肿瘤科","    咽部混合瘤起于小涎腺的上皮,之所以称为混合瘤是起初对此瘤结构的多样化认识不清，误以为其来源于两个胚层组织，现认为肿瘤各种成分均来源于腺上皮,故称涎腺多形性腺瘤，由于混合瘤习用已久，故仍采用,混合瘤多发生于腮腺，颌下腺次之，腭部占第三位,咽部不见。可发于任何年龄。",咽部混合瘤(涎腺多形性腺瘤)
发热|吞咽困难|咽痛|声音嘶哑|咽部异物感|囊肿,口,"内科,耳鼻喉科","    咽囊炎,又名咽粘液囊炎、鼻咽部正中瘘或鼻咽囊肿。因Thornwaldt于1885年首次报告此病,故又称桑汶地氏病（Thornwaldt's disease）。咽囊感染或化脓即形成咽囊炎。咽囊脓肿自行破裂可形成脓性瘘管","咽囊炎(咽粘液囊炎,鼻咽部正中瘘,鼻咽囊肿)"
眼球突出|囊肿,头部,耳鼻喉科,"    10岁以下多见,偶见于成人。常发生于眼肌圆锥外，多附于眶内上或中上壁,可为哑铃状，颅内、眶内各有一部分",先天性鼻部皮样囊肿及瘘管
紫绀|呼吸异常,口,"外科,耳鼻喉科","    一般认为,颊咽膜的未完全破裂而造成先天性鼻咽部狭窄，若颊咽膜未破裂则造成先天性鼻咽部闭锁。",先天性鼻咽部狭窄及闭锁
紫绀|咳嗽|呼吸异常,口,"外科,耳鼻喉科","    喉发育不良,有一裂隙存在，名为先天性喉裂，多发生于喉后部,喉裂的程度不同，轻者仅在两侧杓状软骨间有一裂，重者则整个喉后部,甚至气管上端都完全裂开。其发生原因尚不明确。",先天性喉裂
发热|声音嘶哑|出汗异常|咳嗽,颈部,"呼吸内科,儿科","    小儿急性喉炎常见于6个月-3岁的婴幼儿,由于小儿喉部的解剖特点，喉腔狭小，喉软骨柔软,会厌软骨舌面、杓状软骨、杓状会厌襞,室带和声门下区粘膜下组织松弛，粘膜淋巴管丰富，发炎后易肿胀发生喉阻塞,小儿咳嗽功能不强，不易排出喉部及下呼吸道分泌物，更使呼吸困难加重,因此，小儿急性喉炎的病情常比成人严重，若不及时诊治,可危及生命。",小儿急性喉炎(喉炎)
紫绀|呼吸异常,鼻,"外科,耳鼻喉科","　　本病为严重鼻部畸型,属家族遗传性疾病。据Evans（1971）分析先天性后鼻孔闭锁65例，合并其他先天性畸型者28例,占43％，其中有多发性先天性畸型（Charge综合畸形）即先天性虹膜缺损（Coloboma）、先天性心脏病（Heart anomalies）,先天性后鼻孔闭锁（Atresia choanae）、生长停滞（Retarded growth）、生殖器发育不良（Genital hypoplasia）,耳廓畸型（Ear anomalies），此外还可能有其他畸型，如斜视,虹膜麻痹、颌面成骨不全综合征、外耳道闭锁,回肠憩室、肠道异位、泌尿系统畸型,足多趾畸型等。",先天性后鼻孔闭锁
耳鸣|耳溢液,耳,"内科,耳鼻喉科","    湿疹是一种常见的过敏性炎症性皮肤病,以皮疹多样性，对称分布、剧烈瘙痒,反复发作、易演变成慢性为特征。可发生于任何年龄,任何部位，任何季节，但常在冬季复发或加剧",外耳湿疹
耳鸣|耳痛|眩晕,耳,耳鼻喉科,"    外耳道异物（foreign body in external auditory meatus）常见于儿童将豆类,小珠粒、火柴棒头等各种小物塞入外耳道。",外耳道异物
吞咽困难|咽痛|声音嘶哑|咽部异物感|咽炎、舌炎、龈炎,口,"内科,外科","    萎缩性咽炎（atrophic pharyngitis）常继发于萎缩性鼻炎,病因不明。主要病理变化为咽部腺体和粘膜萎缩。初起为粘液腺分泌减少,分泌物粘稠。继因粘膜下层为炎症所累，逐渐发生机化与收缩,压迫粘液腺及血管，妨碍腺体分泌及营养供给，致使粘膜层及粘膜下层萎缩变薄,其病情长且不易治愈。",萎缩性咽炎
水肿|鼻溢液|头痛|晕厥,鼻,"外科,心血管内科","　　血管运动性鼻炎（vasomotor rhinitis）是神经内分泌对鼻粘膜血管,腺体功能调节失衡而引起的一种高反应性鼻病。本病病理机制错综复杂，许多环节仍不甚清楚,故给临床确切诊断和有效治疗带来一定困难。发病无显著性别差异，儿童很少有血管运动性鼻炎发生",血管运动性鼻炎
听力减退|耳痛|耳溢液,耳,"内科,耳鼻喉科",    外耳道真菌病（otomycosis externa）是外耳道的真菌感染性疾病,外耳道真菌病(外耳道真菌感染)
吞咽困难|呼吸异常|无明显症状,口,"外科,耳鼻喉科","    新生儿声门前后径为7mm,后端横径4mm。若前者小于5mm，后者小于3mm,视为先天性小喉。先天性小喉的内部结构正常，但因喉腔窄小,严重者常不能维持正常通气量。",先天性小喉
头痛|眩晕|恶心与呕吐,头部,"脑外科,耳鼻喉科","    听神经鞘瘤(Acoustic neurinoma)占颅内肿瘤的7．79％～10．64％,占颅内神经鞘瘤的93．1％，占桥小脑角肿瘤的72．2％，发病年龄多在30～60岁,20岁以下者少见。女略多于男。绝大多数为单侧,双侧者多为神经纤维瘤病。",听神经鞘瘤
吞咽困难|呼吸异常,口,"外科,神经内科","    咽部肌肉主要受咽丛而来的运动神经纤维所支配,以软腭瘫痪常见。",咽肌麻痹
紫绀|呼吸异常,口,"外科,耳鼻喉科","    在喉腔间有一先天性膜状物,名为先天性喉蹼，大者可占喉腔之大部称为喉隔。其发生原因与胚胎发育异常有关,当胚胎30mm时，原声门杓间的封闭上皮开始吸收，重新建立管道,若吸收不全，则可形成声门处先天性喉蹼。喉蹼之厚薄不一,为结缔组织，有少数毛细胞血管、覆有喉部粘膜上皮层,喉蹼分声门上、声门及声门下三型，以发生于声门区者多见,发生于声门上、下及喉后部者极少。",先天性喉蹼
头痛|眩晕|恶心与呕吐,耳,"肿瘤科,耳鼻喉科","    听神经瘤是指起源于听神经鞘的肿瘤,多源于第Ⅷ脑神经内耳道段，亦可发自内耳道口神经鞘膜起始处或内耳道底，听神经瘤极少真正发自听神经,而多来自前庭上神经，其次为前庭下神经，一般为单侧,两侧同时发生者较少，肿瘤外观呈灰红色，大小不一,形状各异，质底视脂肪性变与囊变的有无和程度的差异而软硬不同，瘤体表面有膜,显微镜下瘤细胞多呈纺锤形、核长杆状，排列成栅栏或漩涡状,胞浆似纵纤维状，内含粗面内质网等细胞，瘤细胞边缘有很多长突起,交错伸延于细胞间隙内，和胶原纤维与罗斯小体并存，有的瘤细胞为多形,成团群集、界限不清，组成大小形状各异的团网,细胞间有含粘液的微空隙两型细胞可共存，唯多以其一为主，肿瘤增长较缓慢,不同时期速度可不同，若发展过快，其中心可液化囊变,瘤体本身血管分布不多，源于神经但无神经从中穿行。是颅内神经瘤最多见的一种,占颅内肿瘤的7%-12%，占桥小脑角肿瘤的80-95%。临床以桥小脑角综合征和颅内压增高征为主要表现,是良性肿瘤，早诊早治疗效好，肿瘤较大合并颅内高压者手术是唯一出路",听神经瘤
呼吸异常,口,"外科,儿科","    婴幼儿因喉部组织软弱松弛,吸气时候组织塌陷、喉腔变小所引起的喉鸣，称为先天性喉鸣,亦称喉软骨软化。常发生于出生后不久，随着年龄稍大,喉软骨逐渐发育，喉鸣也逐渐消失。",先天性喉喘鸣(喉软骨软化)
眩晕|恶心与呕吐|其他症状,口,"神经内科,耳鼻喉科","    位置性眩晕是指由一定的头位所诱发的,持续短于30秒的剧烈眩晕",位置性眩晕(壶腹嵴顶耳石症)
视力障碍|鼻溢液|眼球运动障碍,鼻,"外科,肿瘤科","　　筛窦肿瘤的发生率仅次于上颌窦,居第二位，以鳞癌及腺癌为主，也有肉瘤,恶性黑色素瘤等报道。",筛窦恶性肿瘤
发热|耳溢液|身痛,鼻,"外科,耳鼻喉科","    鳃裂瘘管为鳃囊为鳃沟相通或鳃沟不消失而生成,鳃裂瘘管的外瘘口及全程位于颈部，故又称颈侧瘘管。鳃裂瘘管的形成与以下因素有关：①鳃沟与鳃囊间的隔膜破裂；②鳃沟闭合不完全；③鳃器官上皮残留；④鳃器官发育异常；⑤颈窦未闭合,以上一种或几种因素可同时存在。",鳃裂瘘管
耳鸣|耳痛|眩晕|恶心与呕吐,耳,"外科,耳鼻喉科","    此病亦称减压病（Decompression sickness）,1973年Smith首次描述该症为沉箱病（Caisson disease），即在潜水高压环境中迅速变换压力出现的内耳损伤。潜水员作业中发生率为1％,一般潜入水下每沉10m即增加一个大气压的水压，相当于施加人体17～18Mg的压力。因此潜水时必须吸入压缩性空气或惰气和氧的混合气体,以调节鼓室和鼻腔的内外压力。如果变换压力过快或咽鼓管功能失调，便可发病","潜水性内耳损伤(减压病,沉箱病)"
发热|鼻出血|头痛,鼻,耳鼻喉科,"　　萎缩性鼻炎（atrophic rhinitis）是一种发展缓慢的鼻腔萎缩性炎症,其特征为鼻腔粘膜、骨膜和骨质发生萎缩。严重而伴有典型恶臭者,称臭鼻症（ozena）。多始于青春期，女性较男性多见",萎缩性鼻炎(臭鼻症)
听力减退|耳痛|耳溢液,耳,"外科,肿瘤科","    外耳道乳头状瘤（papilloma of external auditory canal）是发生于外耳道软骨部皮肤的良性肿瘤,是其鳞状细胞或基底细胞长期受刺激增殖的结果。我国南方较多见，好发于男性,病理改变与发生与其他部位皮肤上者相同。",外耳道乳头状瘤
咳嗽|咳痰|咯血|呼吸异常|胸痛,颈部,"呼吸内科,外科","    气管支气管异物是耳鼻喉科常见急诊之一,75%发生于2岁以下的儿童，常常因为得不到及时恰当的处理而导致严重后果。",气管支气管异物
呼吸异常|身痛|头痛|泪溢|鼻出血|鼻溢液,鼻,"外科,肿瘤科","　　根据国内资料,耳鼻咽喉部肿瘤统计分析，上颌窦恶性肿瘤占鼻部恶性肿瘤的40.3％，占全身恶性肿瘤的1.2％,Lewis等（1972）分析鼻腔及鼻窦癌772例，约30％发生于鼻腔，70％发生于鼻窦,其中以发生于上颌窦者最多，占58％。本病多见于50岁以上,男女发病比为2∶1。",上颌窦恶性肿瘤
鼻溢液,鼻,耳鼻喉科,"　　嗜酸细胞增多性非变态反应性鼻炎（eosinophilic nonallergic rhinitis）又称非变应性鼻炎伴嗜酸细胞增多综合征（NARES）,是一种以鼻分泌物嗜酸细胞增多为特征的高反应性鼻病。",嗜酸细胞增多性非变态反应性鼻炎(非变应性鼻炎伴嗜酸细胞增多综合征)
眩晕|恶心与呕吐|其他症状,,"外科,耳鼻喉科","    迷路炎为耳部感染侵入内耳骨迷路或膜迷路所致,是化脓性中耳乳突炎较常见的并发症","迷路炎(前庭神经炎,流行性眩晕,流行性神经迷路炎,急性迷路炎或前庭麻痹症)"
吞咽困难|咽部异物感|咳嗽|呼吸异常,胸部,"外科,耳鼻喉科","    食管异物常发生于幼童及老人缺牙者,常因口中含物玩耍、饮食过快、囫囵吞咽,老人假牙咀嚼时感觉不灵敏，或睡熟时松动的假牙脱落而误咽形成食管异物。",气管及食管异物
耳鸣|耳痛|头痛|眩晕,耳,"外伤科,外科","    在大气压骤然改变时,咽鼓管口不能顺利开放以调节鼓室内压力，因而引起鼓室损伤，类似无菌性中耳炎,称为气压损伤。正常情况下，咽鼓管在吞咽,呵欠和擤鼻时进行瞬间开放，使鼓室内气压和外界气压保持平衡。当咽鼓管有病理改变时,如感冒、鼻窦炎、鼻咽肿瘤,鼻息肉、鼻中隔偏曲、腭咽肌麻痹和上颌关节咬合不良等,或在睡觉和昏迷中，咽鼓管失去正常调节气压的功能，这是在内在因素,外界气压骤然巨变，如海军潜水、空军升空和高压氧舱治疗等,如没有很好的防护措施，很容易发生气压性鼓室损伤，这是外界因素",气压创伤性中耳炎(气压损伤)
耳鸣|耳痛|头痛|眩晕|眼球震颤,头部,"五官科,耳鼻喉科","    美尼尔氏综合症是以膜迷路积水的一种内耳疾病,本病以突发性眩晕、耳鸣、耳聋或眼球震颤为主要临床表现,眩晕有明显的发作期和间歇期。病人多数为中年人，患者性别无明显差异,首次发作在50岁以前的病人约占65%,大多数病人单耳患病。",美尼尔氏综合症(梅尼埃病)
